Comment ID,comment,sentiment
18678,It’s decent.,Neutral
18679,Not helpful at all.,Negative
18680,Brilliant work!,Positive
18681,Worst experience ever.,Negative
18682,"Very helpful, thanks!",Positive
18683,I hated it.,Negative
18684,Excellent quality.,Positive
18685,This made my day better.,Positive
18686,Waste of time.,Negative
18687,This made my day better.,Positive
18688,I hated it.,Negative
18689,I hated it.,Negative
18690,Brilliant work!,Positive
18691,"Very helpful, thanks!",Positive
18692,It's okay.,Neutral
18693,Great explanation!,Positive
18694,Neutral feelings about this.,Neutral
18695,Would not recommend.,Negative
18696,I hated it.,Negative
18697,Waste of time.,Negative
18698,So-so experience.,Neutral
18699,It’s decent.,Neutral
18700,Waste of time.,Negative
18701,Completely useless.,Negative
18702,Would not recommend.,Negative
18703,Worst experience ever.,Negative
18704,I hated it.,Negative
18705,I neither liked nor disliked it.,Neutral
18706,Great explanation!,Positive
18707,Not helpful at all.,Negative
18708,Excellent quality.,Positive
18709,I hated it.,Negative
18710,I hated it.,Negative
18711,Waste of time.,Negative
18712,Completely useless.,Negative
18713,Really appreciate this.,Positive
18714,"Could be better, could be worse.",Neutral
18715,Waste of time.,Negative
18716,Really appreciate this.,Positive
18717,"Fine, I guess.",Neutral
18718,This made my day better.,Positive
18719,This was amazing!,Positive
18720,So-so experience.,Neutral
18721,It’s decent.,Neutral
18722,Superb content!,Positive
18723,Excellent quality.,Positive
18724,I hated it.,Negative
18725,Really appreciate this.,Positive
18726,This is terrible.,Negative
18727,This made my day better.,Positive
18728,Great explanation!,Positive
18729,This was amazing!,Positive
18730,"Could be better, could be worse.",Neutral
18731,This is terrible.,Negative
18732,Not helpful at all.,Negative
18733,I absolutely loved this!,Positive
18734,It's okay.,Neutral
18735,Very poor explanation.,Negative
18736,Superb content!,Positive
18737,I absolutely loved this!,Positive
18738,Waste of time.,Negative
18739,It's okay.,Neutral
18740,Just average.,Neutral
18741,"Fine, I guess.",Neutral
18742,Just average.,Neutral
18743,Brilliant work!,Positive
18744,"Could be better, could be worse.",Neutral
18745,Excellent quality.,Positive
18746,It’s decent.,Neutral
18747,Neutral feelings about this.,Neutral
18748,I hated it.,Negative
18749,Worst experience ever.,Negative
18750,It’s alright.,Neutral
18751,"Could be better, could be worse.",Neutral
18752,Superb content!,Positive
18753,Worst experience ever.,Negative
18754,Would not recommend.,Negative
18755,It’s decent.,Neutral
18756,Excellent quality.,Positive
18757,Excellent quality.,Positive
18758,Superb content!,Positive
18759,Worst experience ever.,Negative
18760,Completely useless.,Negative
18761,Neutral feelings about this.,Neutral
18762,Not helpful at all.,Negative
18763,Superb content!,Positive
18764,This made my day better.,Positive
18765,So-so experience.,Neutral
18766,Neutral feelings about this.,Neutral
18767,Excellent quality.,Positive
18768,Waste of time.,Negative
18769,I neither liked nor disliked it.,Neutral
18770,Really bad.,Negative
18771,"Could be better, could be worse.",Neutral
18772,Not helpful at all.,Negative
18773,"Very helpful, thanks!",Positive
18774,This made my day better.,Positive
18775,This was amazing!,Positive
18776,Really appreciate this.,Positive
18777,Great explanation!,Positive
18778,Worst experience ever.,Negative
18779,Nothing special.,Neutral
18780,Really bad.,Negative
18781,Really bad.,Negative
18782,Superb content!,Positive
18783,Not helpful at all.,Negative
18784,Brilliant work!,Positive
18785,Highly recommended!,Positive
18786,This was amazing!,Positive
18787,"Fine, I guess.",Neutral
18788,Brilliant work!,Positive
18789,"Could be better, could be worse.",Neutral
18790,Not helpful at all.,Negative
18791,It’s decent.,Neutral
18792,It's okay.,Neutral
18793,Nothing special.,Neutral
18794,It’s alright.,Neutral
18795,It’s decent.,Neutral
18796,Brilliant work!,Positive
18797,Nothing special.,Neutral
18798,Really bad.,Negative
18799,"Very helpful, thanks!",Positive
18800,"Very helpful, thanks!",Positive
18801,I'm disappointed.,Negative
18802,Nothing special.,Neutral
18803,So-so experience.,Neutral
18804,So-so experience.,Neutral
18805,Waste of time.,Negative
18806,This made my day better.,Positive
18807,It’s decent.,Neutral
18808,Really appreciate this.,Positive
18809,Very poor explanation.,Negative
18810,Would not recommend.,Negative
18811,Great explanation!,Positive
18812,This made my day better.,Positive
18813,I'm disappointed.,Negative
18814,Would not recommend.,Negative
18815,Would not recommend.,Negative
18816,Neutral feelings about this.,Neutral
18817,Great explanation!,Positive
18818,Worst experience ever.,Negative
18819,Highly recommended!,Positive
18820,This is terrible.,Negative
18821,Superb content!,Positive
18822,This made my day better.,Positive
18823,It’s decent.,Neutral
18824,Neutral feelings about this.,Neutral
18825,Nothing special.,Neutral
18826,It's okay.,Neutral
18827,Worst experience ever.,Negative
18828,I'm disappointed.,Negative
18829,This was amazing!,Positive
18830,Just average.,Neutral
18831,I absolutely loved this!,Positive
18832,Very poor explanation.,Negative
18833,Worst experience ever.,Negative
18834,It’s alright.,Neutral
18835,Just average.,Neutral
18836,Excellent quality.,Positive
18837,This is terrible.,Negative
18838,Great explanation!,Positive
18839,I hated it.,Negative
18840,Very poor explanation.,Negative
18841,This is terrible.,Negative
18842,Neutral feelings about this.,Neutral
18843,Really bad.,Negative
18844,I absolutely loved this!,Positive
18845,Highly recommended!,Positive
18846,Waste of time.,Negative
18847,Nothing special.,Neutral
18848,I neither liked nor disliked it.,Neutral
18849,Waste of time.,Negative
18850,Superb content!,Positive
18851,"Fine, I guess.",Neutral
18852,Highly recommended!,Positive
18853,This was amazing!,Positive
18854,Neutral feelings about this.,Neutral
18855,Really appreciate this.,Positive
18856,"Could be better, could be worse.",Neutral
18857,Great explanation!,Positive
18858,"Could be better, could be worse.",Neutral
18859,It's okay.,Neutral
18860,I neither liked nor disliked it.,Neutral
18861,Worst experience ever.,Negative
18862,"Very helpful, thanks!",Positive
18863,It's okay.,Neutral
18864,This made my day better.,Positive
18865,"Fine, I guess.",Neutral
18866,It’s alright.,Neutral
18867,This made my day better.,Positive
18868,Brilliant work!,Positive
18869,Worst experience ever.,Negative
18870,It’s alright.,Neutral
18871,This made my day better.,Positive
18872,I absolutely loved this!,Positive
18873,Brilliant work!,Positive
18874,I'm disappointed.,Negative
18875,I neither liked nor disliked it.,Neutral
18876,Great explanation!,Positive
18877,So-so experience.,Neutral
18878,"Could be better, could be worse.",Neutral
18879,I'm disappointed.,Negative
18880,Great explanation!,Positive
18881,"Very helpful, thanks!",Positive
18882,So-so experience.,Neutral
18883,So-so experience.,Neutral
18884,Really bad.,Negative
18885,I absolutely loved this!,Positive
18886,I absolutely loved this!,Positive
18887,Very poor explanation.,Negative
18888,"Very helpful, thanks!",Positive
18889,I neither liked nor disliked it.,Neutral
18890,Would not recommend.,Negative
18891,Really appreciate this.,Positive
18892,Very poor explanation.,Negative
18893,Nothing special.,Neutral
18894,Brilliant work!,Positive
18895,Very poor explanation.,Negative
18896,It’s alright.,Neutral
18897,Highly recommended!,Positive
18898,I neither liked nor disliked it.,Neutral
18899,This made my day better.,Positive
18900,"Could be better, could be worse.",Neutral
18901,Just average.,Neutral
18902,Great explanation!,Positive
18903,Nothing special.,Neutral
18904,Highly recommended!,Positive
18905,Would not recommend.,Negative
18906,Really bad.,Negative
18907,Worst experience ever.,Negative
18908,Great explanation!,Positive
18909,Highly recommended!,Positive
18910,Neutral feelings about this.,Neutral
18911,I hated it.,Negative
18912,"Fine, I guess.",Neutral
18913,It’s decent.,Neutral
18914,This was amazing!,Positive
18915,Really bad.,Negative
18916,Nothing special.,Neutral
18917,This was amazing!,Positive
18918,Very poor explanation.,Negative
18919,Great explanation!,Positive
18920,Brilliant work!,Positive
18921,Highly recommended!,Positive
18922,I absolutely loved this!,Positive
18923,So-so experience.,Neutral
18924,I neither liked nor disliked it.,Neutral
18925,Very poor explanation.,Negative
18926,Would not recommend.,Negative
18927,It’s alright.,Neutral
18928,I absolutely loved this!,Positive
18929,This made my day better.,Positive
18930,It’s alright.,Neutral
18931,So-so experience.,Neutral
18932,I hated it.,Negative
18933,It’s alright.,Neutral
18934,"Fine, I guess.",Neutral
18935,"Could be better, could be worse.",Neutral
18936,Would not recommend.,Negative
18937,Very poor explanation.,Negative
18938,"Could be better, could be worse.",Neutral
18939,"Could be better, could be worse.",Neutral
18940,Very poor explanation.,Negative
18941,This was amazing!,Positive
18942,Worst experience ever.,Negative
18943,Really bad.,Negative
18944,This made my day better.,Positive
18945,"Very helpful, thanks!",Positive
18946,This made my day better.,Positive
18947,This was amazing!,Positive
18948,Highly recommended!,Positive
18949,Really appreciate this.,Positive
18950,"Very helpful, thanks!",Positive
18951,"Fine, I guess.",Neutral
18952,Highly recommended!,Positive
18953,Really bad.,Negative
18954,Really appreciate this.,Positive
18955,Not helpful at all.,Negative
18956,Brilliant work!,Positive
18957,Really appreciate this.,Positive
18958,I hated it.,Negative
18959,Highly recommended!,Positive
18960,"Fine, I guess.",Neutral
18961,Superb content!,Positive
18962,Great explanation!,Positive
18963,Excellent quality.,Positive
18964,Worst experience ever.,Negative
18965,It's okay.,Neutral
18966,Really bad.,Negative
18967,Highly recommended!,Positive
18968,Really bad.,Negative
18969,Neutral feelings about this.,Neutral
18970,I'm disappointed.,Negative
18971,Really appreciate this.,Positive
18972,It's okay.,Neutral
18973,"Fine, I guess.",Neutral
18974,"Could be better, could be worse.",Neutral
18975,It's okay.,Neutral
18976,"Could be better, could be worse.",Neutral
18977,Really appreciate this.,Positive
18978,It’s decent.,Neutral
18979,This made my day better.,Positive
18980,I neither liked nor disliked it.,Neutral
18981,"Very helpful, thanks!",Positive
18982,Neutral feelings about this.,Neutral
18983,This is terrible.,Negative
18984,Not helpful at all.,Negative
18985,It’s alright.,Neutral
18986,Waste of time.,Negative
18987,Excellent quality.,Positive
18988,Would not recommend.,Negative
18989,I hated it.,Negative
18990,Superb content!,Positive
18991,Just average.,Neutral
18992,Just average.,Neutral
18993,I hated it.,Negative
18994,Just average.,Neutral
18995,Waste of time.,Negative
18996,Great explanation!,Positive
18997,Worst experience ever.,Negative
18998,Great explanation!,Positive
18999,I'm disappointed.,Negative
19000,Worst experience ever.,Negative
19001,Worst experience ever.,Negative
19002,Really bad.,Negative
19003,Highly recommended!,Positive
19004,This was amazing!,Positive
19005,Brilliant work!,Positive
19006,Really appreciate this.,Positive
19007,Waste of time.,Negative
19008,Highly recommended!,Positive
19009,Really appreciate this.,Positive
19010,Excellent quality.,Positive
19011,Great explanation!,Positive
19012,This made my day better.,Positive
19013,Very poor explanation.,Negative
19014,Great explanation!,Positive
19015,This was amazing!,Positive
19016,"Very helpful, thanks!",Positive
19017,Brilliant work!,Positive
19018,Really bad.,Negative
19019,Excellent quality.,Positive
19020,Really bad.,Negative
19021,Really appreciate this.,Positive
19022,Would not recommend.,Negative
19023,Brilliant work!,Positive
19024,Neutral feelings about this.,Neutral
19025,This made my day better.,Positive
19026,I neither liked nor disliked it.,Neutral
19027,It's okay.,Neutral
19028,"Fine, I guess.",Neutral
19029,Great explanation!,Positive
19030,This made my day better.,Positive
19031,Would not recommend.,Negative
19032,This is terrible.,Negative
19033,Really bad.,Negative
19034,I neither liked nor disliked it.,Neutral
19035,Nothing special.,Neutral
19036,This was amazing!,Positive
19037,Great explanation!,Positive
19038,It’s decent.,Neutral
19039,Great explanation!,Positive
19040,It's okay.,Neutral
19041,I absolutely loved this!,Positive
19042,Highly recommended!,Positive
19043,Waste of time.,Negative
19044,Would not recommend.,Negative
19045,Nothing special.,Neutral
19046,Highly recommended!,Positive
19047,So-so experience.,Neutral
19048,So-so experience.,Neutral
19049,Very poor explanation.,Negative
19050,This made my day better.,Positive
19051,It's okay.,Neutral
19052,Excellent quality.,Positive
19053,Very poor explanation.,Negative
19054,I hated it.,Negative
19055,Just average.,Neutral
19056,"Very helpful, thanks!",Positive
19057,Really bad.,Negative
19058,Worst experience ever.,Negative
19059,I'm disappointed.,Negative
19060,"Fine, I guess.",Neutral
19061,Really appreciate this.,Positive
19062,Brilliant work!,Positive
19063,I'm disappointed.,Negative
19064,Really bad.,Negative
19065,Not helpful at all.,Negative
19066,Really bad.,Negative
19067,Just average.,Neutral
19068,I hated it.,Negative
19069,This is terrible.,Negative
19070,So-so experience.,Neutral
19071,Completely useless.,Negative
19072,I hated it.,Negative
19073,I absolutely loved this!,Positive
19074,Superb content!,Positive
19075,"Very helpful, thanks!",Positive
19076,Superb content!,Positive
19077,Brilliant work!,Positive
19078,"Very helpful, thanks!",Positive
19079,I'm disappointed.,Negative
19080,I hated it.,Negative
19081,Worst experience ever.,Negative
19082,"Could be better, could be worse.",Neutral
19083,Really bad.,Negative
19084,Very poor explanation.,Negative
19085,This made my day better.,Positive
19086,Neutral feelings about this.,Neutral
19087,I absolutely loved this!,Positive
19088,It’s decent.,Neutral
19089,Great explanation!,Positive
19090,This was amazing!,Positive
19091,It's okay.,Neutral
19092,Highly recommended!,Positive
19093,I absolutely loved this!,Positive
19094,It's okay.,Neutral
19095,Really appreciate this.,Positive
19096,I hated it.,Negative
19097,Just average.,Neutral
19098,It's okay.,Neutral
19099,Really bad.,Negative
19100,"Fine, I guess.",Neutral
19101,Not helpful at all.,Negative
19102,So-so experience.,Neutral
19103,I neither liked nor disliked it.,Neutral
19104,It's okay.,Neutral
19105,It’s decent.,Neutral
19106,Nothing special.,Neutral
19107,I neither liked nor disliked it.,Neutral
19108,Very poor explanation.,Negative
19109,Really appreciate this.,Positive
19110,Neutral feelings about this.,Neutral
19111,I absolutely loved this!,Positive
19112,Great explanation!,Positive
19113,This is terrible.,Negative
19114,Really appreciate this.,Positive
19115,Nothing special.,Neutral
19116,This was amazing!,Positive
19117,I neither liked nor disliked it.,Neutral
19118,I absolutely loved this!,Positive
19119,"Very helpful, thanks!",Positive
19120,"Very helpful, thanks!",Positive
19121,Would not recommend.,Negative
19122,This is terrible.,Negative
19123,Highly recommended!,Positive
19124,I hated it.,Negative
19125,It’s decent.,Neutral
19126,Highly recommended!,Positive
19127,It’s alright.,Neutral
19128,Great explanation!,Positive
19129,It's okay.,Neutral
19130,Completely useless.,Negative
19131,Excellent quality.,Positive
19132,"Fine, I guess.",Neutral
19133,Highly recommended!,Positive
19134,Would not recommend.,Negative
19135,Would not recommend.,Negative
19136,Just average.,Neutral
19137,Completely useless.,Negative
19138,This made my day better.,Positive
19139,Waste of time.,Negative
19140,"Could be better, could be worse.",Neutral
19141,I neither liked nor disliked it.,Neutral
19142,It's okay.,Neutral
19143,This made my day better.,Positive
19144,I neither liked nor disliked it.,Neutral
19145,"Fine, I guess.",Neutral
19146,Nothing special.,Neutral
19147,Brilliant work!,Positive
19148,Really appreciate this.,Positive
19149,This was amazing!,Positive
19150,This is terrible.,Negative
19151,Waste of time.,Negative
19152,Neutral feelings about this.,Neutral
19153,Great explanation!,Positive
19154,Nothing special.,Neutral
19155,It’s decent.,Neutral
19156,I absolutely loved this!,Positive
19157,I'm disappointed.,Negative
19158,Really appreciate this.,Positive
19159,Very poor explanation.,Negative
19160,Worst experience ever.,Negative
19161,Superb content!,Positive
19162,I absolutely loved this!,Positive
19163,Just average.,Neutral
19164,Nothing special.,Neutral
19165,Worst experience ever.,Negative
19166,This made my day better.,Positive
19167,"Fine, I guess.",Neutral
19168,Great explanation!,Positive
19169,Worst experience ever.,Negative
19170,Would not recommend.,Negative
19171,Just average.,Neutral
19172,So-so experience.,Neutral
19173,Neutral feelings about this.,Neutral
19174,This made my day better.,Positive
19175,"Could be better, could be worse.",Neutral
19176,Nothing special.,Neutral
19177,Not helpful at all.,Negative
19178,This was amazing!,Positive
19179,Excellent quality.,Positive
19180,Just average.,Neutral
19181,Highly recommended!,Positive
19182,I neither liked nor disliked it.,Neutral
19183,Neutral feelings about this.,Neutral
19184,Waste of time.,Negative
19185,Completely useless.,Negative
19186,It’s alright.,Neutral
19187,Completely useless.,Negative
19188,Worst experience ever.,Negative
19189,This made my day better.,Positive
19190,This was amazing!,Positive
19191,This made my day better.,Positive
19192,Not helpful at all.,Negative
19193,Very poor explanation.,Negative
19194,I neither liked nor disliked it.,Neutral
19195,I hated it.,Negative
19196,It’s alright.,Neutral
19197,Brilliant work!,Positive
19198,It’s alright.,Neutral
19199,Waste of time.,Negative
19200,Great explanation!,Positive
19201,Really appreciate this.,Positive
19202,So-so experience.,Neutral
19203,Excellent quality.,Positive
19204,I absolutely loved this!,Positive
19205,Waste of time.,Negative
19206,Waste of time.,Negative
19207,It’s alright.,Neutral
19208,This made my day better.,Positive
19209,It's okay.,Neutral
19210,This was amazing!,Positive
19211,Excellent quality.,Positive
19212,Nothing special.,Neutral
19213,Really bad.,Negative
19214,Waste of time.,Negative
19215,Really bad.,Negative
19216,Highly recommended!,Positive
19217,"Could be better, could be worse.",Neutral
19218,Neutral feelings about this.,Neutral
19219,Superb content!,Positive
19220,This made my day better.,Positive
19221,Waste of time.,Negative
19222,Would not recommend.,Negative
19223,I hated it.,Negative
19224,Great explanation!,Positive
19225,I'm disappointed.,Negative
19226,This was amazing!,Positive
19227,Brilliant work!,Positive
19228,This is terrible.,Negative
19229,"Could be better, could be worse.",Neutral
19230,Waste of time.,Negative
19231,Superb content!,Positive
19232,It's okay.,Neutral
19233,"Could be better, could be worse.",Neutral
19234,It’s alright.,Neutral
19235,Neutral feelings about this.,Neutral
19236,Waste of time.,Negative
19237,Waste of time.,Negative
19238,Worst experience ever.,Negative
19239,It’s alright.,Neutral
19240,Waste of time.,Negative
19241,I'm disappointed.,Negative
19242,It’s alright.,Neutral
19243,It’s decent.,Neutral
19244,Great explanation!,Positive
19245,This was amazing!,Positive
19246,Waste of time.,Negative
19247,This made my day better.,Positive
19248,Excellent quality.,Positive
19249,Waste of time.,Negative
19250,Highly recommended!,Positive
19251,"Very helpful, thanks!",Positive
19252,I neither liked nor disliked it.,Neutral
19253,It's okay.,Neutral
19254,Just average.,Neutral
19255,This made my day better.,Positive
19256,I absolutely loved this!,Positive
19257,Really appreciate this.,Positive
19258,Really appreciate this.,Positive
19259,Just average.,Neutral
19260,Highly recommended!,Positive
19261,I hated it.,Negative
19262,Just average.,Neutral
19263,Excellent quality.,Positive
19264,Superb content!,Positive
19265,Great explanation!,Positive
19266,Really appreciate this.,Positive
19267,Just average.,Neutral
19268,Really appreciate this.,Positive
19269,Completely useless.,Negative
19270,Superb content!,Positive
19271,"Could be better, could be worse.",Neutral
19272,Waste of time.,Negative
19273,Worst experience ever.,Negative
19274,Neutral feelings about this.,Neutral
19275,Brilliant work!,Positive
19276,Waste of time.,Negative
19277,"Very helpful, thanks!",Positive
19278,Great explanation!,Positive
19279,Just average.,Neutral
19280,"Fine, I guess.",Neutral
19281,This was amazing!,Positive
19282,This made my day better.,Positive
19283,I neither liked nor disliked it.,Neutral
19284,It's okay.,Neutral
19285,It’s alright.,Neutral
19286,Brilliant work!,Positive
19287,Neutral feelings about this.,Neutral
19288,It’s decent.,Neutral
19289,I'm disappointed.,Negative
19290,I absolutely loved this!,Positive
19291,Neutral feelings about this.,Neutral
19292,Superb content!,Positive
19293,I absolutely loved this!,Positive
19294,It’s alright.,Neutral
19295,Superb content!,Positive
19296,Great explanation!,Positive
19297,Just average.,Neutral
19298,Superb content!,Positive
19299,This made my day better.,Positive
19300,This was amazing!,Positive
19301,It's okay.,Neutral
19302,"Fine, I guess.",Neutral
19303,Excellent quality.,Positive
19304,Waste of time.,Negative
19305,Very poor explanation.,Negative
19306,I hated it.,Negative
19307,I hated it.,Negative
19308,I neither liked nor disliked it.,Neutral
19309,Nothing special.,Neutral
19310,This is terrible.,Negative
19311,It’s alright.,Neutral
19312,Nothing special.,Neutral
19313,Great explanation!,Positive
19314,Completely useless.,Negative
19315,Really appreciate this.,Positive
19316,Great explanation!,Positive
19317,It’s alright.,Neutral
19318,It’s alright.,Neutral
19319,Excellent quality.,Positive
19320,Completely useless.,Negative
19321,It’s alright.,Neutral
19322,It’s decent.,Neutral
19323,I neither liked nor disliked it.,Neutral
19324,Great explanation!,Positive
19325,Worst experience ever.,Negative
19326,This was amazing!,Positive
19327,Nothing special.,Neutral
19328,This made my day better.,Positive
19329,Excellent quality.,Positive
19330,Waste of time.,Negative
19331,It's okay.,Neutral
19332,Superb content!,Positive
19333,Brilliant work!,Positive
19334,I'm disappointed.,Negative
19335,Neutral feelings about this.,Neutral
19336,"Very helpful, thanks!",Positive
19337,Really appreciate this.,Positive
19338,"Very helpful, thanks!",Positive
19339,This is terrible.,Negative
19340,It's okay.,Neutral
19341,It’s alright.,Neutral
19342,Excellent quality.,Positive
19343,Worst experience ever.,Negative
19344,It’s decent.,Neutral
19345,"Very helpful, thanks!",Positive
19346,Worst experience ever.,Negative
19347,I'm disappointed.,Negative
19348,Neutral feelings about this.,Neutral
19349,Waste of time.,Negative
19350,Nothing special.,Neutral
19351,Very poor explanation.,Negative
19352,Completely useless.,Negative
19353,It's okay.,Neutral
19354,Brilliant work!,Positive
19355,Really appreciate this.,Positive
19356,I absolutely loved this!,Positive
19357,Waste of time.,Negative
19358,Excellent quality.,Positive
19359,"Very helpful, thanks!",Positive
19360,It’s alright.,Neutral
19361,I absolutely loved this!,Positive
19362,Really bad.,Negative
19363,Brilliant work!,Positive
19364,Just average.,Neutral
19365,I'm disappointed.,Negative
19366,It’s alright.,Neutral
19367,It’s decent.,Neutral
19368,"Very helpful, thanks!",Positive
19369,Really bad.,Negative
19370,I'm disappointed.,Negative
19371,This made my day better.,Positive
19372,Great explanation!,Positive
19373,This made my day better.,Positive
19374,"Could be better, could be worse.",Neutral
19375,It’s alright.,Neutral
19376,Not helpful at all.,Negative
19377,Neutral feelings about this.,Neutral
19378,Worst experience ever.,Negative
19379,It's okay.,Neutral
19380,Superb content!,Positive
19381,Great explanation!,Positive
19382,Would not recommend.,Negative
19383,"Could be better, could be worse.",Neutral
19384,This was amazing!,Positive
19385,Just average.,Neutral
19386,Waste of time.,Negative
19387,I hated it.,Negative
19388,This made my day better.,Positive
19389,Great explanation!,Positive
19390,Excellent quality.,Positive
19391,This is terrible.,Negative
19392,Superb content!,Positive
19393,Not helpful at all.,Negative
19394,"Could be better, could be worse.",Neutral
19395,I neither liked nor disliked it.,Neutral
19396,Not helpful at all.,Negative
19397,Neutral feelings about this.,Neutral
19398,Neutral feelings about this.,Neutral
19399,Neutral feelings about this.,Neutral
19400,This made my day better.,Positive
19401,This was amazing!,Positive
19402,So-so experience.,Neutral
19403,Brilliant work!,Positive
19404,So-so experience.,Neutral
19405,It’s decent.,Neutral
19406,It’s alright.,Neutral
19407,"Very helpful, thanks!",Positive
19408,Excellent quality.,Positive
19409,Highly recommended!,Positive
19410,I absolutely loved this!,Positive
19411,Worst experience ever.,Negative
19412,It’s decent.,Neutral
19413,Worst experience ever.,Negative
19414,I absolutely loved this!,Positive
19415,I'm disappointed.,Negative
19416,Brilliant work!,Positive
19417,Just average.,Neutral
19418,Would not recommend.,Negative
19419,Superb content!,Positive
19420,Completely useless.,Negative
19421,Great explanation!,Positive
19422,"Fine, I guess.",Neutral
19423,So-so experience.,Neutral
19424,This is terrible.,Negative
19425,"Very helpful, thanks!",Positive
19426,Superb content!,Positive
19427,"Very helpful, thanks!",Positive
19428,"Very helpful, thanks!",Positive
19429,Great explanation!,Positive
19430,Excellent quality.,Positive
19431,Just average.,Neutral
19432,Very poor explanation.,Negative
19433,I absolutely loved this!,Positive
19434,Waste of time.,Negative
19435,Very poor explanation.,Negative
19436,Really appreciate this.,Positive
19437,This is terrible.,Negative
19438,This made my day better.,Positive
19439,This made my day better.,Positive
19440,Not helpful at all.,Negative
19441,Worst experience ever.,Negative
19442,Highly recommended!,Positive
19443,Brilliant work!,Positive
19444,Nothing special.,Neutral
19445,Not helpful at all.,Negative
19446,Superb content!,Positive
19447,Nothing special.,Neutral
19448,This made my day better.,Positive
19449,I'm disappointed.,Negative
19450,Superb content!,Positive
19451,Really bad.,Negative
19452,Really appreciate this.,Positive
19453,This made my day better.,Positive
19454,Great explanation!,Positive
19455,Superb content!,Positive
19456,This is terrible.,Negative
19457,"Could be better, could be worse.",Neutral
19458,Really appreciate this.,Positive
19459,Great explanation!,Positive
19460,Would not recommend.,Negative
19461,It's okay.,Neutral
19462,Superb content!,Positive
19463,"Fine, I guess.",Neutral
19464,Neutral feelings about this.,Neutral
19465,"Could be better, could be worse.",Neutral
19466,Excellent quality.,Positive
19467,I neither liked nor disliked it.,Neutral
19468,It’s alright.,Neutral
19469,Highly recommended!,Positive
19470,Not helpful at all.,Negative
19471,I'm disappointed.,Negative
19472,Not helpful at all.,Negative
19473,I hated it.,Negative
19474,This was amazing!,Positive
19475,Would not recommend.,Negative
19476,This made my day better.,Positive
19477,Not helpful at all.,Negative
19478,Really appreciate this.,Positive
19479,This made my day better.,Positive
19480,Brilliant work!,Positive
19481,Brilliant work!,Positive
19482,I neither liked nor disliked it.,Neutral
19483,Great explanation!,Positive
19484,Highly recommended!,Positive
19485,Would not recommend.,Negative
19486,Excellent quality.,Positive
19487,Worst experience ever.,Negative
19488,Really appreciate this.,Positive
19489,Neutral feelings about this.,Neutral
19490,I absolutely loved this!,Positive
19491,This is terrible.,Negative
19492,Just average.,Neutral
19493,Excellent quality.,Positive
19494,Really appreciate this.,Positive
19495,Highly recommended!,Positive
19496,Worst experience ever.,Negative
19497,So-so experience.,Neutral
19498,"Very helpful, thanks!",Positive
19499,It's okay.,Neutral
19500,I'm disappointed.,Negative
19501,Very poor explanation.,Negative
19502,Not helpful at all.,Negative
19503,I absolutely loved this!,Positive
19504,Very poor explanation.,Negative
19505,"Very helpful, thanks!",Positive
19506,Worst experience ever.,Negative
19507,I hated it.,Negative
19508,"Fine, I guess.",Neutral
19509,I'm disappointed.,Negative
19510,So-so experience.,Neutral
19511,Brilliant work!,Positive
19512,Worst experience ever.,Negative
19513,Really bad.,Negative
19514,Highly recommended!,Positive
19515,Really appreciate this.,Positive
19516,Great explanation!,Positive
19517,Really bad.,Negative
19518,I absolutely loved this!,Positive
19519,This was amazing!,Positive
19520,So-so experience.,Neutral
19521,This was amazing!,Positive
19522,Excellent quality.,Positive
19523,Just average.,Neutral
19524,I absolutely loved this!,Positive
19525,Not helpful at all.,Negative
19526,Brilliant work!,Positive
19527,I absolutely loved this!,Positive
19528,This was amazing!,Positive
19529,Superb content!,Positive
19530,Highly recommended!,Positive
19531,Neutral feelings about this.,Neutral
19532,It’s alright.,Neutral
19533,It’s alright.,Neutral
19534,Worst experience ever.,Negative
19535,Would not recommend.,Negative
19536,Would not recommend.,Negative
19537,Waste of time.,Negative
19538,This is terrible.,Negative
19539,I hated it.,Negative
19540,Very poor explanation.,Negative
19541,Brilliant work!,Positive
19542,"Very helpful, thanks!",Positive
19543,Excellent quality.,Positive
19544,Brilliant work!,Positive
19545,Completely useless.,Negative
19546,It’s alright.,Neutral
19547,This made my day better.,Positive
19548,I hated it.,Negative
19549,Superb content!,Positive
19550,Completely useless.,Negative
19551,Nothing special.,Neutral
19552,Not helpful at all.,Negative
19553,Worst experience ever.,Negative
19554,This made my day better.,Positive
19555,Would not recommend.,Negative
19556,This was amazing!,Positive
19557,"Very helpful, thanks!",Positive
19558,Worst experience ever.,Negative
19559,Worst experience ever.,Negative
19560,This was amazing!,Positive
19561,Worst experience ever.,Negative
19562,"Very helpful, thanks!",Positive
19563,"Very helpful, thanks!",Positive
19564,Excellent quality.,Positive
19565,Superb content!,Positive
19566,Excellent quality.,Positive
19567,Highly recommended!,Positive
19568,Really appreciate this.,Positive
19569,Really bad.,Negative
19570,Excellent quality.,Positive
19571,It’s alright.,Neutral
19572,Really appreciate this.,Positive
19573,"Very helpful, thanks!",Positive
19574,Neutral feelings about this.,Neutral
19575,Very poor explanation.,Negative
19576,Superb content!,Positive
19577,Not helpful at all.,Negative
19578,Really appreciate this.,Positive
19579,I'm disappointed.,Negative
19580,"Very helpful, thanks!",Positive
19581,I'm disappointed.,Negative
19582,"Very helpful, thanks!",Positive
19583,Waste of time.,Negative
19584,Really bad.,Negative
